,importance,name,cumsum
244,0.0012739818740441053,"sensor1__fft_coefficient__attr_""real""__coeff_4",0.7421121079454862
245,0.0012708097155090952,sensor0__quantile__q_0.9,0.7433829176609953
246,0.0012663587590096407,"sensor3__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",0.7446492764200049
247,0.0012614245983974743,"sensor2__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",0.7459107010184024
248,0.0012522987457417461,"sensor3__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",0.7471629997641441
249,0.001236971988309882,sensor3__variance,0.748399971752454
250,0.001236635066141808,sensor0__variation_coefficient,0.7496366068185958
251,0.0012350435834100246,sensor0__sum_values,0.7508716504020058
252,0.0012349191633257222,"sensor0__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",0.7521065695653315
253,0.0012127387267132116,"sensor2__fft_aggregated__aggtype_""skew""",0.7533193082920447
254,0.0012112229515156862,"sensor3__linear_trend__attr_""stderr""",0.7545305312435604
255,0.001207349982502538,"sensor3__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",0.7557378812260629
256,0.0012064813760732812,"sensor0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""",0.7569443626021362
257,0.0012031838081275454,"sensor0__fft_coefficient__attr_""real""__coeff_3",0.7581475464102637
258,0.0011991301925482157,sensor3__autocorrelation__lag_2,0.759346676602812
